COUNTRY,YEAR,QUARTER,UNIT,"Assets - Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","Liabilities - Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","Assets - Direct investment, Total financial assets/liabilities","Liabilities - Direct investment, Total financial assets/liabilities","Assets - Other investment, Debt instruments","Net (net acquisition of financial assets less net incurrence of liabilities) - Direct investment, Total financial assets/liabilities","Assets - Portfolio investment, Debt securities","Assets - Portfolio investment, Total financial assets/liabilities","Liabilities - Portfolio investment, Total financial assets/liabilities","Net (net acquisition of financial assets less net incurrence of liabilities) - Portfolio investment, Total financial assets/liabilities","Liabilities - Portfolio investment, Debt securities","Assets - Portfolio investment, Equity and investment fund shares","Liabilities - Portfolio investment, Equity and investment fund shares"
Malta,2011,3,US dollar,-1418429563.306636,1080587566.9624019,-764807753.8424081,2461969699.650857,-2078147892.698138,-3226777453.493265,1641003751.136935,4463139121.687178,47751057.66787776,4415388064.0193,-2800683.757575698,2822135370.550243,50551741.42545347
Malta,2011,4,US dollar,-3226969079.385469,-883281696.2932814,-1229929745.149844,1915435261.370313,-3670534485.756251,-3145365006.520157,2682288970.696407,5397696304.999533,638081.6135937502,5397058223.385939,1435245.4803125001,2715407334.303126,-797163.8667187502
Malta,2012,1,US dollar,564110482.7546254,-630678011.070011,-2048410900.570805,722633691.8215512,1275573602.479253,-2771044592.3923573,-111987941.17769429,1982103439.553881,32283868.314615957,1949819571.2392652,-4389946.484615462,2094091380.731575,36673814.799231425
Malta,2012,2,US dollar,-44422123.69403101,781560432.382236,-2071835378.3007479,699198637.3857868,1067999152.2856151,-2771034015.686535,1229234714.40432,3691116439.107961,89217269.03177169,3601899170.076189,-2362940.264516063,2461881724.703641,91580209.29628776
Malta,2012,3,US dollar,382337180.8063031,1238641470.1826,-2233621016.930435,905894366.8742968,1137453422.3342938,-3139515383.8047323,719064687.8966068,2913110586.796119,47200359.94015328,2865910226.855966,12929029.61661523,2194045898.899512,34271330.32353805
Malta,2012,4,US dollar,-1265177608.40625,-312482316.9806249,-1899721567.445624,995873118.5906248,-999389881.7099996,-2895594686.036249,837351140.6287498,3003184608.2081237,-685335453.2268748,3688520061.434999,4336143.8999999985,2165833467.579374,-689671597.1268748
Malta,2013,1,US dollar,444886773.17904437,885068409.2419597,-2142714001.6936069,133000946.027423,1321009769.608101,-2275714947.72103,-169033912.9838756,1860357043.5145671,15940124.4822585,1844416919.032308,58328618.6564532,2029390956.498442,-42388494.1741947
Malta,2013,2,US dollar,-38866533.73364942,1519065228.034866,-2122762435.403099,1020356005.384408,-97034731.4857107,-3143118440.787507,2282828204.184998,4949430299.687125,-96868448.184441,5046298747.871567,11452125.586983722,2666602095.502127,-108320573.77142471
Malta,2013,3,US dollar,726617818.0336432,2834023331.963664,-2316370593.1624475,1110189641.907283,2923144669.3421497,-3426560235.06973,2331995638.023659,4532310832.426408,-227561051.6221234,4759871884.048531,9578182.426363729,2200315194.402749,-237139234.0484871
Malta,2013,4,US dollar,-3100302473.463124,-2729701988.4421864,-2188657987.3754673,-1753488815.236405,-2441531143.566248,-435169172.1390622,-2182421978.447342,-201552381.4487499,-592083053.013437,390530671.56468725,2391649.6048437483,1980869596.998592,-594474702.6182809
Malta,2014,1,US dollar,-2435644896.234839,722394459.2317219,-2195076476.055799,-863008661.1802886,-1810094221.538352,-1332067814.875511,2001737615.2278688,4736451464.557301,370710554.7606225,4365740909.7966795,8076718.406348934,2734713849.329432,362633836.3542735
Malta,2014,2,US dollar,-3633495898.838813,-370691409.3387202,-2480436061.062167,-1601253866.8814971,-3077880526.756539,-879182194.18067,2424682765.642811,5691498876.406613,47346838.1056465,5644152038.300965,45515496.45967871,3266816110.763802,1831341.6459677941
Malta,2014,3,US dollar,369565874.5454574,1415459834.013647,-2114027088.91638,1310202091.173192,1552679590.210012,-3424229180.089571,982764737.9872802,2476807161.3636546,-769033976.1754605,3245841137.539116,165564053.6813649,1494042423.376375,-934598029.8568252
Malta,2014,4,US dollar,-233758469.53125012,-501531623.4375002,-1924507873.652344,1309939165.019532,432195833.84765637,-3234447038.671876,1419867361.054688,4724809758.10547,408926220.29296887,4315883537.812501,13624495.83984375,3304942397.0507817,395301724.45312506
Malta,2015,1,US dollar,2068551002.571507,727797862.3857416,-1673320806.3429198,1172596250.0000439,3047913075.400114,-2845917056.3429637,-1589005251.871488,484069579.1714468,-748382627.6714567,1232452206.8429031,22033097.61428654,2073074831.042935,-770415725.2857432
Malta,2015,2,US dollar,-3777297795.6579437,-4951970938.006293,-1562093827.232208,90378228.08644885,-2861265465.076683,-1652472055.3186572,-1640014877.822528,346524774.86063415,36614642.92967625,309910131.9309578,17052783.652902678,1986539652.6831622,19561859.276773572
Malta,2015,3,US dollar,-1920406501.2,-2538001445.1000004,-1616458824.7050002,1008510446.01,-1209569023.26,-2624969270.715,-1094972915.535,793643841.7800001,-423587451.435,1217231293.2150002,44206207.395,1888616757.315,-467793658.83000004
Malta,2015,4,US dollar,-330340235.62462485,-20044550.34769288,-1740124687.391742,1369220222.6120389,20945629.60953906,-3109344910.003781,545610776.598477,2731601465.013924,69902371.03384815,2661699093.9800763,20608067.15846213,2185990688.415447,49294303.87538602
Malta,2016,1,US dollar,94883795.65257643,-91374376.72547981,-1537968627.8002539,780472244.5722235,-2439453011.541182,-2318440872.372478,-909275390.7347984,1012459866.88931,16677949.779676681,995781917.1096333,36976950.75967578,1921735257.624108,-20299000.9799991
Malta,2016,2,US dollar,-308467245.0678502,509761244.099699,-1940098323.063256,542676987.5552379,760673281.3138561,-2482775310.618494,506934090.3907759,2363501404.048031,-23666176.420154158,2387167580.468185,2971469.991076962,1856567313.657255,-26637646.41123112
Malta,2016,3,US dollar,-1436113145.185621,-2354351501.287903,-1505808647.609864,513759007.0340963,-421165579.6969741,-2019567654.64396,-1458162767.208349,534365944.6628843,36093462.28787916,498272482.3750052,33235897.55681853,1992528711.871233,2857564.731060636
Malta,2016,4,US dollar,347746232.109375,142961009.1679688,-1651002117.1875,939125868.3984375,1777830304.464844,-2590127985.585938,-395821122.0820313,1424394793.722656,28534219.3125,1395860574.410156,77903627.87109376,1820215915.804688,-49369408.55859375
Malta,2017,1,US dollar,-225012885.7846106,868416426.5538273,9150353654.399801,13260693384.83048,3223257413.815315,-4110339730.43068,277730981.4461478,835418369.9076742,-580303675.1076798,1415722045.0153542,-46936248.36922975,557687388.4615264,-533367426.73845005
Malta,2017,2,US dollar,-414125589.9193584,-132950019.7258076,7213268731.677481,9384873890.98395,2268372229.951632,-2171605159.30647,621204916.838715,375969826.9838742,-8288022.4516129745,384257849.43548715,-57564283.59677469,-245235089.8548408,49265239.8387101
Malta,2017,3,US dollar,-346849905.4615408,2099893155.846168,7768702577.92313,9712255449.923145,2795178687.1538653,-1943552872.0000129,411594281.4615413,1280122701.3077009,13002907.15384624,1267119794.153855,100158797.9230776,868528419.8461597,-87155890.76923138
Malta,2017,4,US dollar,515671395.1428511,564438711.4285648,7985018140.428476,10101486700.42845,1633787512.571409,-2116468559.9999747,320967119.5714248,2266255570.571402,1455613732.4285538,810641838.1428477,32672453.57142819,1945288450.9999769,1422953052.714269
Malta,2018,1,US dollar,-313904452.14286095,-1913751429.285738,18909753177.85737,18631557400.71451,-359483717.8571472,278195777.1428605,-1745975971.428592,-1683372087.857163,564701042.8571496,-2248073130.714313,24916173.571428873,62603883.57142932,539797161.4285779
Malta,2018,2,US dollar,126250330.8571453,-332759460.1904827,18335465661.14321,19101415313.762283,1093454639.8095448,-765949652.6190624,-431676999.5238179,-80806884.09523967,451801273.6666754,-532608157.7619151,34040882.90476256,350870115.4285782,417760390.7619129
Malta,2018,3,US dollar,755839483.9384369,-508420552.615368,18121076029.29171,18470865183.045547,1065357357.41535,-349789153.75383586,-1206615007.292268,-834870272.4922804,479929464.9230612,-1314799737.4153419,12989610.18461496,371744734.7999878,466928225.72306156
Malta,2018,4,US dollar,-1600226082.625,-2407900981.75,17836613440.875,16846951732.75,-2168021730.75,989661708.1250012,-1068476241.2499999,248108835.125,1838975335.25,-1590866500.125,-18296842.375,1316573662.25,1857272177.625
Malta,2019,1,US dollar,-466131951.9999881,-1332748267.4285371,7566645549.714093,7740464009.14266,5733090228.571282,-173818459.428567,-591589263.999985,-3602337597.7141943,459294607.99998826,-4061632205.714182,-2339689.142857083,-3010736975.9999228,461645654.85713106
Malta,2019,2,US dollar,-348740295.0000001,-520171967.0000001,7238976533.000002,8158859827.000002,6494986000.000001,-919883294.0000002,-615922444.0000001,3046530492.000001,165464825,2881065667.0000014,-4629644.000000001,3662452936.000001,170094469
Malta,2019,3,US dollar,431211272.12120265,-640612269.4545313,7738174121.666495,8172209727.545275,1314538333.939365,-434035605.87877834,-488409590.42423165,-118388509.9090883,74489022.99999836,-192877532.90908659,12731740.75757548,370021080.5151433,61757282.24242288
Malta,2019,4,US dollar,-453260369.8124999,-1629095775.8125,8635074475.999998,8309906299.312497,-2304375232.999999,325168176.6874999,-635600769.1874999,-674604122.3749998,793197343.8749998,-1467801466.25,109869224.25,-39014424.24999999,683328119.6249998
Malta,2020,1,US dollar,578952125.2343748,-283086142.4843749,8545401733.437498,7272942038.171873,1229654397.671875,1272459695.265625,-1165666983.46875,-735529978.3593748,-35924693.34374999,-699605285.0156248,44470315.60937499,430137005.10937494,-80406035.56249999
Malta,2020,2,US dollar,-994344554.9032202,119778653.2258058,9701861642.838654,7735773525.806408,-714883058.9677378,1966088117.032247,1141988954.5806391,1049690553.2903169,187449461.9999989,862241091.2903178,-4945343.935483843,-92298401.29032204,192394805.9354828
Malta,2020,3,US dollar,-32495714.84848468,-220304581.9242413,10677121703.40904,7909071253.621172,-1298238875.515145,2768050449.787865,275301825.93939245,-256096624.68181688,-1068325848.409085,812229223.7272686,142840876.0606053,-531386761.5151488,-1211178413.5757508
Malta,2020,4,US dollar,-341932415.0153956,-1258734527.63081,11528707536.61576,8566335071.138738,-1873840690.3385222,2962372465.477019,1198385794.461577,1215146017.846193,1358317691.200044,-143171673.35385078,100990783.7538494,16760223.38461593,1257326907.446194
Malta,2021,1,US dollar,613628892.380943,-121267912.857141,18508989608.57114,20753379753.33301,4158423120.857079,-2244390144.76187,-225993267.9047584,-234680219.23809162,2713039723.142815,-2947719942.380907,150618000.85714048,-8674902.857142724,2562421722.285675
Malta,2021,2,US dollar,447235645.9999835,-60099287.11110891,17245155211.777138,22271693661.55473,1672216841.777716,-5026538449.777592,319174965.9999882,1641166347.333273,573801078.8888676,1067365268.4444051,89172196.66666338,1321991381.333285,484628882.2222043
Malta,2021,3,US dollar,568204445.6666743,-972508750.000013,16748015233.18204,21954638472.92454,812569371.5757685,-5206623239.742494,-260679496.9393974,959176539.1363764,749727624.3484949,209448914.78788158,196812195.0303057,1219844248.090925,552903641.3333408
Malta,2021,4,US dollar,-436346558.5757737,379867821.40910494,16309604728.9703,20571433745.3947,-581688682.3636578,-4261829016.4244,3007472.742424353,57896709.10606274,188453044.8484918,-130556335.74242909,180231094.6515218,54877801.10606263,8221950.196970001
Malta,2022,1,US dollar,-693077558.46875,308171565.1875,6858886833.09375,6649412276.0625,733738617.0625,209474557.03125,148163289.09375,281396959.15625,997244710.4375,-715847751.28125,164820302.0625,133233670.06250001,832413191.53125
Malta,2022,2,US dollar,420548337.0000075,273285619.66667163,4277421931.381029,5685414058.666769,1301952750.1428812,-1407992127.2857401,403130624.0476263,1283023230.809547,123574201.8571451,1159449028.9524019,13734015.71428596,879892606.7619206,109829539.6190496
Malta,2022,3,US dollar,-514204433.48484546,-1083258011.181812,5952687901.151481,5783327196.818148,-922083896.5757521,169360704.3333323,-175986505.1212111,-358306792.4545434,-256311752.6666652,-101995039.7878782,90586176.12121159,-182330356.93939292,-346897928.78787684
Malta,2022,4,US dollar,-87825843.62499996,-9317336.1875,5679513409.749997,6139399979.249997,179590889.6249999,-459886569.49999976,1508979844.499999,692860794.9374996,-1013395529.125,1706256324.062499,30319612.06249999,-816119049.5624996,-1043715141.187499
Malta,2023,1,US dollar,-11642116.769231271,429181001.4154029,5772022003.384862,5975410319.846409,1076150061.8769689,-203388316.4615471,1054904540.0308139,2154413945.877015,291256790.4000124,1863157155.477003,13444767.107692879,1099520135.907739,277812023.29231954
Malta,2023,2,US dollar,670528302.7580864,1123299025.483907,5895926374.629226,6464826489.726018,2095249891.903295,-568900115.0967917,-161549081.5967795,1191352351.7903621,-4365602.919354983,1195717954.709717,-28370975.58064609,1352901433.387141,23994485.870968528
Malta,2023,3,US dollar,-484801375.1538634,-420246090.0000149,6951127200.077169,6126939828.230987,337753339.000012,824187371.8461831,1412749585.538512,1649419644.615443,904339980.1538785,745079664.4615649,75319941.53846422,236680943.4615469,829020038.6154141
Malta,2023,4,US dollar,-555290789.6825526,-833323221.666686,5453106069.127111,6580760286.904915,2321642301.428626,-1127654217.777804,1919983755.3968701,1650638157.063531,195754786.0317506,1454883371.03178,-2515741.428571487,-269334847.3015936,198281278.4920681
Malta,2024,1,US dollar,11802507.96825395,-491405616.95238024,7546156598.793639,10004379049.587292,3787323828.793645,-2458222450.7936473,370568348.15872955,2801331.238095234,33670264.22222217,-30868932.98412694,76200552.82539672,-367767016.9206344,-42519430.73015866
Malta,2024,2,US dollar,96075498.98413047,3141409327.8731303,7319676035.682806,10369618215.30196,5089772641.016058,-3049942179.6191583,2023022901.841343,1934107573.968324,1460588769.2698941,473518804.6984299,38309607.23809663,-88915327.8730191,1422279162.0317981
Malta,2024,3,US dollar,9874125.63636404,362190397.0909239,7683354809.273042,10881253500.90954,1060573354.36368,-3197898691.636495,-81068878.00000332,-72688502.18182117,-81497232.72727606,8808730.545454906,-14783729.81818242,8380375.818182161,-66713502.90909363
Malta,2024,4,US dollar,7754678.25,-108170284.625,8359617923.125001,11266351183.25,2982603066.75,-2906733260.125,866077929.1250001,764882582.3750001,821365693.3750001,-56483111.00000001,15658895.75,-101195346.75,805706797.6250001
Malta,2025,1,US dollar,345073225.7936606,-253551105.5555628,5578903054.762063,5066591754.365223,1151429723.809556,512311300.3968399,-616040579.3650968,-681264691.2698606,962239810.3174876,-1643504501.587348,25456135.31746104,-65224111.90476376,936783675.0000266
Bulgaria,1999,1,US dollar,-31672303.097135562,-9478594.9118712,-374692.894927,140016708.547413,26246067.6361903,-140391401.44234,55972483.9835295,55601156.8880105,-21538299.3471196,77139456.2351301,-20537214.653610602,-371327.09551896795,-1001084.69350896
Bulgaria,1999,2,US dollar,-116681331.5744486,-15918931.90525827,10230911.6683835,161824892.052399,-116618744.16779299,-151593980.384016,95376617.6937907,95527843.20082021,24078269.1960027,71449574.0048175,25102639.8484963,151225.50702954602,-1024370.6524936
Bulgaria,1999,3,US dollar,194488979.93894058,10918670.333406871,2642202.98832368,182918022.168329,207837754.938562,-180275819.18000498,40288855.8675339,40556561.7474983,-917487.7195760091,41474049.467074305,-4290853.83722726,267705.879964443,3373366.1176512497
Bulgaria,1999,4,US dollar,-71800621.50314641,24572917.435641307,4618570.215056091,334028532.09513396,-65201962.3657083,-329409961.880078,15807422.4273157,15754204.567358099,6408671.82920252,9345532.73815558,5893712.3262438,-53217.859957539295,514959.50295871997
Bulgaria,2000,1,US dollar,276873378.71992654,32815446.886928294,4385519.634570889,126534813.963211,148507688.669583,-122149294.32864,44452469.7003854,43831210.7958075,962816.4989077151,42868394.2968998,2229251.81717408,-621258.904577949,-1266435.3182663699
Bulgaria,2000,2,US dollar,-51306754.2673641,10515724.31734193,3383474.0538931303,159261107.767694,-77262643.7186859,-155877633.713801,56312370.629532196,56383405.0714255,-31520613.456925903,87904018.5283514,-37277845.3698094,71034.4418932355,5757231.91288343
Bulgaria,2000,3,US dollar,376541573.2102992,91408220.1183351,-7162165.09890149,221868463.919225,379609265.215994,-229030629.018126,13218639.490614599,14787811.940417001,11787122.713368101,3000689.2270489,11625539.4662886,1569172.44980242,161583.24707946
