COUNTRY,YEAR,QUARTER,UNIT,"Net (net acquisition of financial assets less net incurrence of liabilities) - Other investment, Total financial assets/liabilities",Net (net acquisition of financial assets less net incurrence of liabilities) - Financial derivatives (other than reserves) and employee stock options,"Net (net acquisition of financial assets less net incurrence of liabilities) - Portfolio investment, Total financial assets/liabilities","Net (net acquisition of financial assets less net incurrence of liabilities) - Financial account balance, excluding reserves and related items","Net (net acquisition of financial assets less net incurrence of liabilities) - Direct investment, Total financial assets/liabilities"
Sweden,2004,3,US dollar,12122031510.3085,178249472.76759,-2189026272.228929,10022396814.99146,-88857895.8556998
Sweden,2004,4,US dollar,-16819411964.12257,131724863.1038228,14238638910.11681,3667754557.938829,6116802748.840764
Sweden,2005,1,US dollar,2846407822.348244,56633431.44657962,-2812890077.206391,5710874774.622055,5620434651.954814
Sweden,2005,2,US dollar,1493145143.656798,-88418900.59911662,-4696587877.72773,4044993877.640267,7336855512.310316
Sweden,2005,3,US dollar,8355077563.338841,616575828.2837839,-3831308740.876753,8057397825.25883,2917053174.512958
Sweden,2005,4,US dollar,-2689307509.066821,344773362.953843,10649582457.87777,9925533302.999075,1620359527.856216
Sweden,2006,1,US dollar,7038272801.351077,94338895.12959388,1811203964.804138,5225783565.496127,-3718032095.788681
Sweden,2006,2,US dollar,-11095697107.32363,1025456362.290105,10338555439.77549,3611378055.449905,3343063360.707945
Sweden,2006,3,US dollar,5567061815.451657,-1025994435.284419,2933068837.592747,6566419591.332003,-907854640.2072788
Sweden,2006,4,US dollar,9878272657.948992,-218177196.5995425,6855847713.728924,17348970542.5481,833027367.4697094
Sweden,2007,1,US dollar,8569326154.239596,631315952.2194453,-19005219848.25789,-5836285669.874186,3968434677.741749
Sweden,2007,2,US dollar,-5694678113.171282,-1522473780.831733,8039185800.535309,9614228977.338375,8792195070.806078
Sweden,2007,3,US dollar,2082056654.138518,893391042.9424185,364122507.7861975,9535736383.613596,6196314557.92649
Sweden,2007,4,US dollar,9278475843.731588,1163472118.750526,-6027923330.850013,-4795094870.124405,-9209119501.756508
Sweden,2008,1,US dollar,-7319970406.967965,1139076620.866914,9566712.94121148,-2686651884.323558,3484515743.620595
Sweden,2008,2,US dollar,-6235514518.189837,1785440890.326495,-9286630905.887161,-10795487126.95447,2941217406.796031
Sweden,2008,3,US dollar,-12718331731.12476,-516421757.6404224,15219784282.86201,-13394005979.23116,-15378878313.13847
Sweden,2008,4,US dollar,-9481307571.908756,-3928745541.785339,18822646447.54061,7694044594.976008,2281194673.235317
Sweden,2009,1,US dollar,2773762573.537722,3274741093.68215,-13490729339.54352,-3390735882.839314,4051251851.455288
Sweden,2009,2,US dollar,24423446292.97007,528998547.2529949,-22169962982.72695,2380114704.72874,-402367152.7673735
Sweden,2009,3,US dollar,9627483091.435968,-1962724972.785688,-21420031105.99236,-4579886205.945403,12303614252.74923
Sweden,2009,4,US dollar,-463284853.7975795,441441222.7864764,-7682105212.061682,-6142628916.684395,1561462695.218529
Sweden,2010,1,US dollar,36876311729.46752,-1692356873.809888,-23119379543.27491,18658873893.28256,6594298580.899829
Sweden,2010,2,US dollar,-12407279985.75482,-623358123.1547775,13772837888.63705,-795091571.38743,-1537423250.844707
Sweden,2010,3,US dollar,9678049406.715935,-664899957.8190618,889375905.5146987,12772296293.57932,2869908485.704329
Sweden,2010,4,US dollar,7707691672.677888,-1174153007.934808,-14940267821.86879,5164209438.037941,13570938595.16365
Sweden,2011,1,US dollar,2612663535.553887,-2302960854.23882,13385507127.22115,18606826099.9147,4911770449.009792
Sweden,2011,2,US dollar,8958481231.992733,-1452342661.54791,-6529714725.438005,3298543666.070284,2321960170.336683
Sweden,2011,3,US dollar,32002953958.89676,5341210557.057983,-21758223095.94449,8136561416.87102,-7449071226.947931
Sweden,2011,4,US dollar,9934854627.248404,1347227060.157564,-13910278739.18876,14382082428.5365,17009983028.11108
Sweden,2012,1,US dollar,7600735583.714105,-1478126452.88148,-15865687862.57259,-1449846161.135476,8293232570.604488
Sweden,2012,2,US dollar,3374617174.647002,-1340410197.935153,4379421342.12683,7280622551.82378,866994232.9851007
Sweden,2012,3,US dollar,8111581430.302867,-2578707370.495194,-15343731301.76524,-11770271665.7419,-1959266196.65491
Sweden,2012,4,US dollar,-2021889513.560236,69642526.76524249,10367410706.89922,14436008345.06995,6020694209.141168
Sweden,2013,1,US dollar,-1292044698.434809,-4011230575.022853,-22999359496.55185,-10216807307.95779,18085982924.0537
Sweden,2013,2,US dollar,13948548033.39173,-2930315972.903538,-670854018.4648798,15117166888.4716,4770398852.375518
Sweden,2013,3,US dollar,22418319467.74026,-1040097484.663763,-12864588472.11303,5041352660.739335,-3471975702.069618
Sweden,2013,4,US dollar,3130249971.590647,-1819580647.241836,-12232299437.64838,-3779518853.060686,7178045252.259695
Sweden,2014,1,US dollar,-19923118078.38492,-611560740.1199307,10234016693.82996,-8908221046.348726,1392286448.556222
Sweden,2014,2,US dollar,35295382.97005346,-915256239.9358928,2957692499.958342,-2804089416.989956,-4884244777.267956
Sweden,2014,3,US dollar,-8268495603.155198,-911701877.0840704,6276135573.738959,2959757033.008838,5862811534.120104
Sweden,2014,4,US dollar,16725049285.58347,-685150406.3143,4003174386.578519,22051258802.27952,2008185536.431831
Sweden,2015,1,US dollar,-139320891.6537066,1194007641.648907,-5176953132.500048,-913445846.0534143,3208700535.683428
Sweden,2015,2,US dollar,8579844540.330987,-605027091.2673554,-2776998364.353109,7966150459.726403,2750759944.57876
Sweden,2015,3,US dollar,-6920906285.58227,987757930.941812,8595262062.315973,2403858620.957913,-263323534.3346071
Sweden,2015,4,US dollar,13363319552.06566,-1868589298.614265,-13773580909.84604,-3482574187.066002,-1204547112.404788
Sweden,2016,1,US dollar,-3813025296.93414,-1960019260.805561,-4883866240.556124,-10214565846.40256,257138841.1940283
Sweden,2016,2,US dollar,-18824876369.93152,-832274091.381375,7661960562.525436,-13049103522.25504,-1054157049.642306
Sweden,2016,3,US dollar,-521297362.5241075,-196733704.028463,6406640114.659596,-6031836584.252147,-11720797780.99407
Sweden,2016,4,US dollar,3944487124.926077,249929531.1472329,-2877339980.43453,-1649026424.438046,-2969971978.267959
Sweden,2017,1,US dollar,3151174382.00737,-2024730905.791826,-13678722236.53409,-16643070754.13582,-4091688041.128572
Sweden,2017,2,US dollar,3300870245.946971,-1286346840.839515,6321349360.082097,16389764493.4051,8044011603.27929
Sweden,2017,3,US dollar,-198269705.7648083,-3534704159.650926,-3641086789.88161,592106556.2493038,7966167211.546648
Sweden,2017,4,US dollar,4216378092.042647,-1284765951.71943,14856826288.01061,20184080486.84351,2394560504.532913
Sweden,2018,1,US dollar,-6928459987.48408,794345731.0491302,-7460365920.053446,-4925214724.405338,8668525837.808338
Sweden,2018,2,US dollar,4388368433.923583,1639740748.317003,-1256423231.140963,692463152.4549398,-4080030268.587575
Sweden,2018,3,US dollar,8323262052.00805,1698494896.058417,-16502235302.88355,-9519037329.55816,-3052306087.474854
Sweden,2018,4,US dollar,-10879127563.91468,1285316905.108197,14563533100.69846,17607326339.54,12637603897.64803
Sweden,2019,1,US dollar,-11016933147.7699,-216385755.0039661,8231702002.167492,-511437428.99729,2490288427.175553
Sweden,2019,2,US dollar,-5150872047.066265,2486032849.270519,3909073072.406162,6543423088.215369,5299083348.389721
Sweden,2019,3,US dollar,10773447840.99555,587720303.9177879,-1884894785.662918,12473344659.03051,2997071299.780087
Sweden,2019,4,US dollar,7744623580.424497,1109866485.277186,4777387055.405958,8883820245.520647,-4747952867.857139
Sweden,2020,1,US dollar,9672254214.597395,1629400599.967962,-25632940852.48268,-11248236925.52391,3083049112.393407
Sweden,2020,2,US dollar,2365892105.360835,-2081382172.4533181,15279298312.69074,16619881037.19619,1056176024.519884
Sweden,2020,3,US dollar,-5535162434.122912,-5535049630.470216,3927484775.90449,-9437379191.823576,-2294539099.482242
Sweden,2020,4,US dollar,-8405491683.619266,-4275559371.591745,-863659044.6404598,-11317684484.8091,2227025615.042369
Sweden,2021,1,US dollar,4093981121.748094,-3697020782.507474,21998893902.20209,18344881127.63756,-4050734842.293008
Sweden,2021,2,US dollar,9903698939.968916,-1677289196.913915,17437173158.84342,22398177748.14185,-3265524051.409987
Sweden,2021,3,US dollar,5786686567.791712,-223036252.982541,-1987323543.941895,9459036606.434933,5890515782.503128
Sweden,2021,4,US dollar,-37219413193.05548,-2303721122.141529,29276178245.70385,-3470096425.266481,6776859644.226681
Sweden,2022,1,US dollar,13211000699.96101,5751087885.361394,-16114760920.92559,16979132071.99785,14131697324.951
Sweden,2022,2,US dollar,7063803657.006112,2015528341.831259,-7095420186.528432,-11026442577.4258,-13010456050.60136
Sweden,2022,3,US dollar,-9420448304.05101,353693290.449883,2266404434.034968,-1383782350.98037,5416663001.70756
Sweden,2022,4,US dollar,-15601173536.75511,1009479476.420246,-2279436716.558604,-11567076592.90326,5303960989.79925
Sweden,2023,1,US dollar,-4386265697.053612,1967330438.20245,945831941.4434856,10310861197.80584,11783964515.21352
Sweden,2023,2,US dollar,11788539126.2419,2050160061.956827,3013432190.061675,27357099466.9635,10505158120.68734
Sweden,2023,3,US dollar,-13384127248.64741,3628472977.435312,6589908481.615711,-2039033296.641403,1126712492.954984
Sweden,2023,4,US dollar,23125743178.84044,-1722593709.128113,-14032541502.13966,6625079088.07087,-745622656.7193438
Sweden,2024,1,US dollar,1880769525.91244,-3293849229.593123,18525868587.07365,17109901315.03181,-2983820.639881558
Sweden,2024,2,US dollar,-6550794089.386229,2481745846.255576,24800230618.4559,20710115718.13791,-21066657.18733512
Sweden,2024,3,US dollar,19797720191.1445,-1117443001.308904,-1795431344.709962,14993079898.55115,-1891765946.574477
Sweden,2024,4,US dollar,2030747671.712843,2206184824.950039,23366261985.362358,35317141060.66783,7713761029.035787
Sweden,2025,1,US dollar,562811518.2248653,1984867971.194297,-8461554238.066466,-13926190978.98745,-8012222600.075928
Spain,1999,1,US dollar,2456335285.714317,289376485.7142894,2874697414.285751,8062163485.714378,2441754300.000031
Spain,1999,2,US dollar,-26168091826.15366,252602041.5384597,15399212323.07681,6793832313.846105,17311166687.69218
Spain,1999,3,US dollar,5299455933.3335,-257947400.0000081,-8914913800.00028,-860873233.333361,3012532033.333428
Spain,1999,4,US dollar,2036546944.615415,-545985572.3077003,-6886061381.538563,-2586684498.461578,2809853506.153887
Spain,2000,1,US dollar,-10001639947.69222,46363258.46153804,1669077304.615369,-6569772369.23071,1717413467.692292
Spain,2000,2,US dollar,-10331439343.5487,-1408196366.129076,6298155914.516322,-3145811762.903323,2295668032.258135
Spain,2000,3,US dollar,-811998900.0000368,-1554294438.461609,-16985894492.30846,-3324940869.230919,16028152200.00073
Spain,2000,4,US dollar,-10635826142.85728,1096664904.761919,9211811539.682655,-1608962841.269861,-1281613142.857159
Spain,2001,1,US dollar,-14543415740.62503,-1377437712.500002,5999978346.87501,-8243392315.625014,1678406006.250003
Spain,2001,2,US dollar,-8303751350.000153,1720604987.096806,5700158408.064621,-1202329448.38712,-318468975.8064575
Spain,2001,3,US dollar,-7960801218.46184,507454338.4615577,-1991535710.769306,-5389699236.923281,4055183353.846307
Spain,2001,4,US dollar,-8230443726.984458,-582321587.3016107,6298031936.50819,-3021801098.41282,-507067720.634941
Spain,2002,1,US dollar,-5995921935.483556,-383072790.3225605,4211170903.225586,-7053097645.160921,-4886150419.354582
Spain,2002,2,US dollar,-8154504960.317809,2526748015.873124,490648523.8095448,-3407893960.317604,1729214460.317534
Spain,2002,3,US dollar,2625632793.939356,1262153193.939375,-6890195612.121111,-2914855739.393896,87553884.84848358
Spain,2002,4,US dollar,2451436212.499998,1319158499.999999,-5857263612.499996,-5164705399.999995,-3078036499.999998
Spain,2003,1,US dollar,-21533589019.04771,1946672504.761913,15732204476.19054,-5506271566.66669,-1650486390.476198
Spain,2003,2,US dollar,-4830996890.32239,1362413906.451559,5516752804.838492,-316152809.677407,-2364322630.645068
Spain,2003,3,US dollar,-33614595472.7271,434157593.9393917,29197660572.72713,211454993.939393,4194232299.999979
Spain,2003,4,US dollar,2184167167.1875,43992479.68749999,-4110324385.937499,815644353.124999,2696620106.25
Spain,2004,1,US dollar,10448950725,-129971400,-24865778325.00001,-7220911049.999991,7327137675.000003
Spain,2004,2,US dollar,-9759733501.587,-133711480.9523768,1718975525.396772,-8989989030.158453,-815519573.0158479
Spain,2004,3,US dollar,11970593260.60627,-79429212.12121348,-29702859369.69748,-10716833696.96988,7094861624.242546
Spain,2004,4,US dollar,15553977951.5153,267321830.3030328,-48961420666.66712,-10194564557.57585,22944258648.48506
Spain,2005,1,US dollar,-1504057399.999945,1871220496.774125,-28280737529.03122,-19434729490.32186,8477533645.16098
Spain,2005,2,US dollar,1954543433.846202,-153643233.8461577,-26599170016.92374,-16834009072.30811,7964260744.615582
Spain,2005,3,US dollar,-24866873987.87854,-374515812.1212084,5461587266.666612,-18641616042.42406,1138186490.90908
Spain,2005,4,US dollar,-11887455792.1875,-1622151070.312499,-3270446699.999999,-16677852103.12499,102201459.375
Spain,2006,1,US dollar,-5988663963.076734,-537428787.6922907,-55707439483.07517,-25483983409.22997,36749548824.61423
Spain,2006,2,US dollar,63420507812.90342,-436610511.2903239,-98889135198.3874,-21651854980.64522,14253382916.12908
Spain,2006,3,US dollar,7524723330.769093,-437083844.6153766,-43540177267.69151,-26045354810.76876,10407182970.76904
Spain,2006,4,US dollar,-4863529838.095426,-1116008701.587345,-33379742942.85844,-28697918909.52493,10658785185.7147
Spain,2007,1,US dollar,21028351367.18749,-765382187.4999996,-64631545507.81247,-33383244999.99998,10986641914.06249
Spain,2007,2,US dollar,-6781137709.677322,-980096841.9354696,-52189145729.03151,-33160167841.935,26790212438.70929
Spain,2007,3,US dollar,-39253048781.5376,3168050206.153776,-23405928604.61487,-37666276019.99918,21824651159.99952
Spain,2007,4,US dollar,-78946228565.62495,4489235610.937498,23602167089.06249,-35328647331.24998,15527627142.18749
Spain,2008,1,US dollar,-83534810332.26077,4082466393.548519,47515955148.38863,-45366894519.35631,-13429008125.80689
Spain,2008,2,US dollar,-2585461687.499998,10252800637.49999,-44174682862.49997,-42773378249.99997,-6267596549.999996
Spain,2008,3,US dollar,-13313431045.45431,618564340.9090799,-30368348590.90855,-31877886386.36307,11185328909.09071
Spain,2008,4,US dollar,-52882806445.31251,-2336728120.312501,24068431434.37501,-21251968945.3125,9901770089.062502
Spain,2009,1,US dollar,-25231192907.93617,708756012.6984032,-13006454549.20618,-23110136311.11079,14417452273.01568
Spain,2009,2,US dollar,-6147981080.645073,-1398631616.129012,7977380329.032144,-11244943666.12888,-11677074487.09661
Spain,2009,3,US dollar,5064708395.454384,6336249136.363435,-25894233490.90827,-21153830266.59554,-2710427113.636277
Spain,2009,4,US dollar,14817857289.23101,2624826904.615427,-39211307773.84678,-15914491052.30794,5855610470.769325
Spain,2010,1,US dollar,-13215068241.2695,-4804222171.428448,7130273320.634737,-18565539047.61857,-7677904863.491866
Spain,2010,2,US dollar,-17326687071.42867,-7261070034.920675,7389415865.079406,-9891524177.777832,7306817063.492104
Spain,2010,3,US dollar,12617327996.96976,-96827954.54545504,-39673640575.75778,-11478631251.51522,15674509281.81826
Spain,2010,4,US dollar,26726672827.27278,869292606.0606078,-21335700400.00004,-3564099684.848492,-9824364718.181837
Spain,2011,1,US dollar,16503420049.99999,-3318741465.624998,-31886457057.81248,-12244870098.43749,6456908374.999996
Spain,2011,2,US dollar,-54566349304.76172,4238037309.523795,27326346509.52372,-11033287623.80949,11968677861.90472
Spain,2011,3,US dollar,-39274556945.45371,1819561503.030264,23374584339.39344,-13496964751.51487,583446351.5151391
Spain,2011,4,US dollar,-40144002129.68751,357260992.1875001,26084096893.75001,-15924403168.75,-2221758925.000001
Spain,2012,1,US dollar,-45397735623.07773,-3627047453.846218,45121151953.84695,-9375006646.154013,-5471375523.07702
Spain,2012,2,US dollar,-70412800756.44965,516412649.9999855,58694206006.44996,-5235886074.193401,5966296025.806284
Spain,2012,3,US dollar,24574808159.99971,-6072438096.923004,-10679589504.61526,6865093183.076841,-957687375.384604
Spain,2012,4,US dollar,77585077143.74998,-1613087025,-38917669518.74999,15264678825,-21789641774.99999
Spain,2013,1,US dollar,2180358532.258124,-7923774.193548603,-10921602096.77449,-13618326580.64553,-4870479870.967875
Spain,2013,2,US dollar,16448070146.03116,-1460367092.06344,11481777047.61864,24985600838.09435,-1483879263.492011
Spain,2013,3,US dollar,33830119672.7276,1141442115.151526,-29816533766.66696,8053655387.878865,2899951545.454574
Spain,2013,4,US dollar,89499385229.68744,1810102984.374999,-58903200874.99996,21760704223.43748,-10648305074.99999
Spain,2014,1,US dollar,-29255334095.23711,1265539733.333291,28096625638.09429,1569597980.952328,1462766704.761856
Spain,2014,2,US dollar,55162363137.09834,-1272355354.838746,-53108496411.29183,-1839979403.225858,-2621490774.193623
Spain,2014,3,US dollar,-30013308936.36386,-92789136.36363707,44031096322.72761,11438249395.45462,-2485423295.454564
Spain,2014,4,US dollar,16587407812.5,1292298046.875,-26770816406.25001,9486017578.124996,18377128125.00001
Spain,2015,1,US dollar,-14728822428.57198,1170062428.571473,-2483145000.000093,-8640894142.857468,7401010857.143135
Spain,2015,2,US dollar,-18608342012.90263,22105419.354838,7777791799.999751,10629390896.77385,21437835690.32189
Spain,2015,3,US dollar,-1209475200,2755780350,6816637800,10472854649.99999,2108800050
Spain,2015,4,US dollar,12110408895.38496,295723107.6923161,-968219360.0000277,14927445313.84658,3489532670.76933
Spain,2016,1,US dollar,-37830447261.28865,-1067834874.193501,33053291245.15982,2509246654.838598,8353135548.386726
Spain,2016,2,US dollar,-17594616527.69254,2459474667.69234,13512430612.30787,6153203610.769312,7777044093.846256
Spain,2016,3,US dollar,-2313654848.484873,1535364583.333349,11296933446.96981,6501012803.030373,-4017630378.787921
Spain,2016,4,US dollar,2978968007.8125,51789375,6659250468.750001,12995896289.06251,3304809492.1875
Spain,2017,1,US dollar,-33801978323.07619,1942189587.692266,34792239461.53771,1431087064.615353,-1502428458.461506
Spain,2017,2,US dollar,1043717720.967751,3987508674.193583,-1633357616.129046,8966934929.032333,5566861888.709725
